age,income,loan_amount,loan_term,employment_years,credit_score,has_other_loans,approved
35,32926,43244,48,2,420,1,0
59,107576,17187,12,25,620,0,1
50,133147,30216,48,25,304,1,0
18,29763,16383,36,0,614,1,0
48,134905,58858,12,28,610,1,0
42,81547,23634,24,7,573,1,0
29,36596,50379,12,8,645,0,0
25,22728,14924,12,2,535,1,0
31,146473,46907,48,4,343,0,1
70,96260,1428,48,1,382,1,1
24,98309,16922,48,3,303,0,1
70,45402,27191,36,6,778,0,1
40,13952,66757,12,22,325,0,0
34,76979,17674,6,16,683,0,1
28,138577,25427,12,10,393,0,1
33,23915,43514,60,6,750,0,1
68,67061,56187,6,50,301,1,0
35,147086,67538,6,6,304,1,0
59,114749,23308,60,16,687,1,1
42,92574,5857,60,21,356,1,0
22,80576,41987,36,4,407,1,1
66,141800,45690,12,21,791,1,1
64,105807,68052,24,8,441,0,0
59,22642,47695,24,9,845,1,1
36,118942,23951,12,13,753,0,1
59,94699,58988,60,34,596,1,0
21,96684,40009,6,0,671,0,0
35,143616,4531,48,10,573,1,0
24,99502,46530,24,4,562,0,0
39,89768,48631,60,21,727,0,1
69,147907,14768,12,49,445,0,1
57,34400,13771,12,38,822,0,1
33,98751,63555,60,14,812,0,0
39,41319,52265,48,9,612,0,0
53,89659,66476,6,0,836,0,1
46,100235,19185,12,24,530,0,0
18,35042,15928,6,0,709,1,0
39,117186,26516,48,15,450,1,1
29,132969,14209,48,1,430,0,1
65,14766,54773,12,31,439,1,0
33,119461,3525,6,4,818,1,1
39,101424,43953,36,8,571,1,0
21,68044,51438,36,3,437,0,0
33,135872,36801,60,10,780,0,0
45,41830,50831,24,3,693,1,0
21,124610,32878,6,2,449,0,1
50,36049,14281,36,9,379,1,0
56,135634,47585,36,32,573,1,1
70,103440,40172,48,39,534,1,1
61,24037,60272,6,30,467,0,1
24,15424,16423,12,3,528,1,0
45,89527,36826,24,14,562,1,0
41,91965,6935,6,22,793,0,1
62,147938,62770,6,10,724,0,1
60,46639,46940,36,14,346,1,0
70,142106,55808,24,6,523,1,0
24,106194,14975,60,6,409,1,0
19,130238,35750,24,1,721,1,0
50,120120,17497,60,21,398,1,1
28,17481,17753,24,1,795,0,1
67,29250,15968,24,1,737,1,1
68,74866,43515,36,12,764,0,1
41,127773,63194,6,12,758,0,1
30,67876,15269,36,7,356,0,0
48,76637,40859,24,11,605,0,0
19,14250,56044,60,0,374,1,0
67,58379,62211,48,17,615,0,0
38,27052,68249,24,19,508,0,0
69,10499,65198,60,6,620,1,0
70,64561,57935,36,21,451,1,0
66,40982,25323,36,17,772,0,1
38,90893,22482,12,8,593,1,0
57,81114,12269,24,21,648,0,1
69,141806,40478,36,10,536,0,1
65,40123,34928,60,27,567,0,1
64,140441,31067,60,2,721,1,0
26,83394,2511,12,8,412,1,0
57,127248,30146,12,37,583,1,0
36,52841,67465,6,4,529,1,0
33,29264,7032,6,0,374,1,0
66,127045,19764,36,4,325,1,0
67,94029,69787,12,17,698,0,1
25,82241,36053,24,4,329,1,0
50,26074,36383,48,0,656,1,0
57,129026,49481,6,25,759,0,1
34,137795,39321,36,5,354,1,1
25,22837,16888,12,5,463,0,0
45,93254,60227,6,26,808,0,1
35,88478,25341,48,1,757,1,1
35,80621,59394,60,12,465,1,0
20,82338,33452,12,0,837,1,0
47,32655,69466,6,21,593,0,0
67,59567,51073,6,12,611,0,1
46,91251,67675,12,9,718,1,1
30,14068,50027,6,5,835,0,0
54,88724,51615,24,2,312,0,0
45,136413,40792,60,25,644,1,1
41,24368,4138,6,13,797,1,1
59,92104,54684,12,39,741,1,0
51,62660,49556,6,23,350,0,0
65,144169,54029,12,11,592,1,0
25,136123,18417,48,4,456,1,0
33,23737,62959,24,15,405,0,0
44,138113,53547,60,20,566,0,0
51,116481,43942,6,13,779,0,1
64,120632,49938,6,26,482,0,0
44,81271,11013,48,4,394,0,0
55,128165,40162,36,37,367,1,0
55,144931,66405,48,15,702,0,1
31,54940,46664,36,6,591,0,0
48,138339,44903,36,12,477,1,0
19,63399,18672,12,1,313,1,0
62,26037,22098,24,9,700,0,0
57,35927,32704,36,5,441,0,0
34,33977,16303,60,4,801,1,1
46,14415,4596,24,2,440,1,0
68,94914,28966,60,21,532,0,0
60,33233,57860,48,13,306,0,0
45,23800,51723,48,9,456,0,0
55,43500,8627,48,33,682,1,1
34,51870,46219,12,2,659,1,1
39,48448,21388,6,0,567,1,0
58,64145,69769,60,15,541,0,1
54,82496,14528,60,18,353,1,0
52,16005,26357,12,0,553,1,0
69,124810,37314,24,48,404,0,0
34,89235,27612,24,1,842,1,1
44,130195,8557,60,9,451,1,0
37,43044,34946,48,1,790,1,1
37,26612,24105,48,14,824,0,0
23,142910,23142,48,2,719,1,1
68,79438,2470,24,0,766,0,0
69,36384,5914,12,36,423,0,1
36,129864,44887,36,15,459,0,1
30,42587,67087,24,2,434,0,0
70,68437,20918,36,37,365,0,0
52,109862,50555,48,20,789,1,0
24,76433,23036,12,6,774,1,1
54,128586,52433,6,17,707,0,1
24,109576,18176,6,4,350,0,0
44,102645,56941,36,17,578,0,0
46,33783,14151,36,12,541,0,1
25,127937,69398,12,0,611,1,0
37,123130,33050,24,5,826,0,1
44,49697,41001,48,9,809,1,0
66,72889,4883,36,7,728,1,1
56,35807,13235,60,11,415,0,0
67,76765,23466,36,33,788,0,1
21,10175,52422,12,2,357,1,0
35,97813,2872,36,8,510,0,0
40,71059,9344,48,5,652,1,0
53,8531,31464,60,30,372,0,0
53,56019,13859,6,27,526,1,1
25,149474,65831,36,0,809,1,1
66,60726,59134,60,13,750,0,1
42,10123,43790,24,22,498,1,0
24,10197,56304,24,2,839,0,1
27,13964,62653,24,8,524,0,0
66,64291,41391,24,44,588,1,1
58,23329,18271,36,20,833,0,1
52,54135,56751,24,1,365,0,0
62,33549,14689,60,16,638,1,0
49,79246,52341,6,26,331,0,0
39,106924,49546,24,16,659,1,0
51,37896,38698,36,3,771,1,0
52,76429,48287,48,19,756,1,0
28,70575,59880,6,8,703,0,1
25,56017,35351,6,3,765,0,1
69,82398,59037,36,50,399,1,0
50,120234,15362,60,25,658,0,0
69,26651,59632,24,20,404,1,0
36,47339,44930,48,8,755,0,1
59,32242,51124,36,6,686,0,1
32,95578,26130,6,0,383,1,0
69,75641,38351,60,43,703,1,1
21,118142,21258,48,0,457,1,0
36,149801,52178,36,13,532,0,0
30,103346,7586,60,3,645,1,1
41,34189,50707,24,11,375,0,0
50,23225,14023,36,26,435,0,0
26,135711,64636,60,7,738,0,1
25,101792,65378,24,1,461,1,0
43,120487,68161,48,25,729,1,0
21,79613,36636,6,1,334,1,0
21,33049,3131,24,0,793,0,1
70,136271,28373,6,49,693,1,1
67,131982,64553,6,35,739,0,0
22,16677,38334,6,3,410,0,0
57,92093,50740,24,27,730,0,1
47,141642,69680,48,19,395,0,0
25,134288,28978,6,1,563,0,1
45,147627,52809,48,6,595,0,0
45,53685,8985,12,5,605,0,0
45,128126,49215,48,2,517,0,0
37,104971,15544,36,1,618,0,1
60,88576,2105,48,16,762,1,1
35,133558,21527,6,17,342,0,1
46,56607,61083,6,15,351,0,0
36,25911,51608,24,8,770,1,0
48,147217,16851,60,25,663,0,0
51,126942,45291,36,11,514,0,1
50,55963,57982,48,21,736,0,1
26,12255,22617,12,8,306,0,0
35,15888,63035,48,2,352,1,0
30,117410,13016,12,0,331,0,0
46,139648,16658,48,8,653,1,0
20,75144,11454,48,2,759,1,1
23,16150,24812,60,2,733,0,1
67,50065,21305,12,23,555,0,0
49,51210,3178,12,2,787,0,0
36,137345,56656,60,18,534,0,0
69,36123,31881,36,17,354,0,1
18,125606,34391,48,0,460,1,1
21,92421,15241,60,1,820,0,1
29,119429,34354,36,3,678,1,0
42,31250,46366,36,2,437,0,0
40,26466,53478,48,20,722,1,0
67,48115,18414,36,13,849,0,1
53,35613,5183,36,9,354,0,0
47,135376,22424,12,17,608,1,1
65,55820,17849,60,35,365,1,0
21,108331,56770,24,3,439,1,0
64,137104,54501,24,0,646,0,0
64,53596,11126,6,27,758,1,1
52,79543,55031,60,19,504,1,0
31,84201,11093,36,11,588,0,1
38,82090,16291,24,4,409,1,1
66,86482,33416,12,32,503,1,0
53,139766,46717,6,25,571,0,0
35,67252,38086,24,5,317,0,0
42,94906,39127,60,1,722,1,0
62,110995,8837,6,18,736,0,1
37,69057,44595,48,12,470,0,0
21,60374,68301,48,1,848,1,1
24,25537,40739,12,6,425,0,0
69,13854,13625,24,3,730,1,0
66,109557,55830,12,0,570,0,0
57,122028,66666,24,17,813,0,1
35,128082,23857,12,2,662,1,1
54,36179,60104,24,28,422,1,0
59,121900,33260,6,32,401,1,0
47,66748,68914,36,11,359,1,0
69,96845,27208,60,38,645,1,0
51,132582,36827,24,28,552,1,1
66,20290,1527,6,41,760,1,0
29,18467,40733,36,8,443,0,0
27,57130,60915,48,6,496,1,0
25,52562,41979,48,0,505,1,0
19,110352,19021,48,0,639,1,0
55,132795,53405,6,2,744,1,0
66,43605,12381,12,22,668,1,0
57,61888,6602,60,15,617,0,0
24,110600,12767,60,3,672,0,1
54,18598,28524,60,2,511,1,0
46,137147,32392,36,9,794,1,1
18,149220,40083,12,0,475,1,0
48,53403,28064,24,17,467,0,0
31,79503,27560,12,4,584,1,0
34,70754,63314,12,12,319,0,1
50,109087,1098,6,17,552,1,0
29,135786,21491,6,6,763,1,1
48,74003,2087,48,16,792,1,0
57,119958,30955,36,11,436,0,1
31,8125,21222,36,3,440,0,0
53,27462,22029,60,21,772,1,1
59,96930,25352,24,10,487,0,1
30,119410,10174,6,3,653,0,1
30,137659,36571,12,3,717,1,1
29,26085,55772,60,1,513,1,0
69,137153,50767,36,51,380,1,0
20,149063,63110,36,1,461,1,0
53,86192,10951,48,23,407,0,1
57,17907,56144,60,17,746,1,0
35,80400,37333,36,8,468,1,0
39,105569,48901,36,16,357,1,0
45,147509,10918,12,19,474,0,1
24,135712,43044,6,2,765,0,1
69,114330,34669,12,5,801,1,1
50,92261,64007,36,22,668,0,0
41,113653,9226,12,20,537,1,1
60,23527,58648,60,13,312,0,0
32,67425,9028,60,8,455,1,0
40,93182,18089,36,7,599,1,0
48,45606,20122,24,0,495,1,0
18,89305,67155,6,0,591,1,0
41,114673,14117,60,21,696,0,0
34,50491,64118,6,14,834,1,0
19,128304,37683,48,0,462,0,1
29,80971,47848,60,9,727,1,1
36,23947,33012,60,13,409,1,0
22,17247,64732,12,4,825,0,0
23,84116,36494,12,0,705,1,0
67,128188,46641,48,20,501,1,0
68,23153,12892,12,46,744,0,0
50,10415,49925,6,30,389,1,0
25,63407,28211,12,1,600,0,0
22,33388,20694,12,0,791,1,0
48,33078,54320,24,9,382,1,0
47,71660,18458,12,15,814,1,1
49,146918,26227,12,16,317,1,0
25,36530,42169,48,6,813,0,0
42,65575,62274,24,1,661,0,1
58,119399,12656,6,17,625,0,1
26,126478,66627,60,2,822,1,0
67,41711,45697,60,34,727,1,0
35,88452,55513,48,7,826,0,1
36,81279,5284,48,6,420,0,0
36,8563,61872,24,10,762,0,0
20,131782,22961,24,0,739,1,1
62,110450,18361,60,27,506,0,1
56,10788,14243,12,32,729,0,1
63,138660,1350,6,11,347,0,0
51,43171,29966,36,17,337,1,0
26,47483,28491,6,1,413,1,0
61,34316,4597,12,35,564,1,0
56,87788,43745,24,7,403,0,0
19,97327,25780,36,0,657,0,1
19,112512,24541,6,0,518,1,0
48,22391,50445,60,28,789,1,0
69,81178,43858,36,1,574,1,0
20,48201,39292,6,0,375,1,0
68,147160,29277,60,8,610,1,1
31,32967,66495,12,2,437,1,0
19,97739,3196,36,0,307,1,0
26,122801,16490,60,2,303,1,0
50,53881,65673,6,4,341,0,0
62,141495,63312,6,38,597,1,0
44,96048,28181,6,12,679,1,1
31,102023,46337,48,2,688,1,0
66,146157,13065,12,44,749,0,1
39,60125,62571,48,20,777,1,1
26,67804,30876,24,3,639,0,1
51,85787,57819,48,25,314,1,0
42,61808,52249,48,0,600,0,1
46,15244,12556,36,20,310,0,0
37,67028,60833,12,5,733,0,1
55,83168,49043,6,6,718,0,1
66,147537,58838,48,16,388,1,0
61,39294,58580,12,11,555,0,0
34,14241,58232,60,4,825,0,1
29,43119,25414,6,11,573,0,0
61,25137,29024,36,30,642,0,1
23,29783,53554,48,5,328,0,0
70,40394,46731,60,45,594,1,0
29,66623,10936,48,4,759,0,0
19,32424,16698,24,1,545,0,0
21,76176,62953,24,0,712,1,0
70,74482,48082,60,21,731,1,0
35,85196,22666,12,10,785,1,1
60,108877,43108,12,4,315,1,0
54,18416,12521,36,21,371,0,0
29,11725,30295,12,7,804,0,0
68,37668,4237,6,12,509,0,0
35,27769,12579,60,4,797,1,0
36,28168,8751,24,6,379,0,0
49,18274,36021,12,27,792,0,1
60,112257,1685,6,26,548,1,1
51,29560,31032,6,25,379,1,0
32,95864,19224,48,14,828,0,1
49,44727,16726,36,4,715,1,1
66,52651,64341,12,0,349,1,0
64,20100,64491,6,27,306,1,0
51,123054,10746,24,15,544,0,0
47,44583,19312,12,26,653,0,0
46,119533,10453,48,4,571,0,1
53,21029,62529,6,18,739,1,0
31,125807,42394,48,10,407,0,0
26,110286,46063,24,7,580,0,1
34,87340,30980,12,8,515,1,0
55,147856,26880,24,13,567,0,1
54,32388,32329,60,26,715,1,0
48,92212,11787,12,21,348,0,1
65,36076,69433,60,1,722,1,0
21,66382,54570,36,1,432,0,0
62,123887,11034,60,2,738,0,1
30,22031,11925,60,9,622,0,0
61,10353,36339,24,3,841,1,0
63,40221,27334,6,28,376,1,0
21,15273,64798,36,0,571,1,0
63,8973,61697,24,11,826,1,0
61,19731,36492,60,4,696,1,0
38,33018,56869,60,2,719,1,0
63,41213,49109,12,6,508,0,0
60,31392,26434,12,31,795,1,0
49,13518,33354,60,10,614,0,0
59,42959,1925,48,32,763,0,1
65,70197,38331,24,9,458,1,1
18,126623,66353,36,0,617,1,1
51,126955,23014,6,16,514,1,1
20,122768,66770,6,2,564,1,0
55,48203,62492,24,32,684,1,0
67,146402,25439,48,1,810,0,0
26,16227,38481,36,3,561,1,0
50,133428,68745,60,24,373,0,0
40,120476,39560,60,3,513,1,0
60,87544,38237,36,19,498,1,1
67,17682,31839,60,35,626,1,0
67,84083,4742,36,45,720,1,1
64,16654,51924,6,42,727,1,1
61,145852,24239,48,26,847,0,1
45,79278,47143,12,4,586,0,0
35,65717,35867,60,11,548,0,0
35,125617,42996,24,9,663,0,0
47,63957,12687,12,7,591,1,0
59,50115,8713,60,7,633,1,1
44,149713,5868,60,2,515,1,0
36,46805,57574,48,1,804,1,1
56,85122,66568,24,31,666,1,0
28,28545,58517,48,9,724,1,1
58,147858,46510,6,16,783,0,1
39,143573,29700,48,13,594,0,1
58,33893,68328,6,34,382,0,1
67,15662,28468,6,14,645,1,0
57,78101,43923,6,21,686,0,1
57,136888,53360,60,36,629,1,0
66,39770,51269,12,45,578,1,0
28,62396,10957,12,4,348,0,1
63,25835,39567,48,10,454,0,0
60,10722,32638,6,13,397,0,1
45,27350,22766,48,3,594,1,0
54,138199,46178,6,7,607,0,0
42,88265,23524,24,7,547,0,0
70,111533,38754,24,32,441,1,0
69,33357,45685,48,7,593,0,0
49,39682,59668,36,12,774,1,1
38,98906,18895,24,12,305,1,0
57,126385,58882,6,34,704,0,0
49,144396,46904,48,31,319,1,0
62,77594,68986,6,24,426,0,0
52,60759,19149,12,5,809,1,0
26,109606,7788,12,6,730,0,1
51,102618,15614,36,16,553,1,1
33,82530,39503,12,14,443,1,1
28,130217,12373,6,1,376,0,0
19,42562,63512,60,0,669,1,0
30,36170,13945,48,12,658,1,0
50,142226,29319,24,30,327,0,0
25,70126,63099,48,7,609,0,1
68,94964,41204,48,21,513,1,0
33,99426,57078,6,7,751,1,1
61,69511,63054,36,22,811,1,0
69,124646,28916,12,4,398,0,1
27,24182,1020,60,2,744,0,0
41,131175,69195,48,5,569,0,1
25,25407,56746,48,0,436,1,0
46,19606,23110,36,19,385,0,0
46,63015,57883,60,8,838,1,1
34,96647,52457,48,5,597,1,0
30,26424,8933,36,9,696,0,0
66,78730,56544,24,47,493,0,1
63,73536,58703,24,15,562,0,0
69,86182,57495,60,4,786,0,1
69,19497,39162,48,35,781,0,1
24,75548,23171,6,5,832,0,1
46,113119,67515,36,7,404,1,1
25,94152,13765,48,0,849,1,1
32,81836,50840,60,4,377,0,0
33,128443,30420,36,6,342,1,0
30,95022,12527,24,3,755,0,1
50,75077,22265,36,6,338,0,1
46,148120,50325,36,7,686,0,0
42,27334,68697,24,7,368,0,0
52,43275,61805,24,9,641,1,1
24,85795,62865,36,0,342,1,0
18,83129,20278,24,0,589,1,0
30,17281,35113,60,10,831,1,1
46,65210,50943,6,15,759,1,1
19,139622,52755,24,0,742,0,1
46,102269,46905,48,20,538,1,0
47,35187,22023,12,24,801,1,0
60,33615,28713,6,26,621,1,1
55,82253,45055,48,15,780,1,1
39,58281,3612,36,3,406,1,0
54,89652,35951,48,12,418,0,1
39,18354,5376,36,17,844,0,1
35,30459,18724,24,14,398,1,0
63,54135,26540,24,4,743,0,0
35,58092,20341,24,13,579,1,0
55,79924,43887,24,15,732,1,1
39,59934,24378,24,21,848,1,0
62,84962,30089,24,5,401,0,1
55,11176,50640,24,32,812,1,0
35,140879,39296,24,10,603,1,1
39,19640,22164,6,3,772,0,0
28,79018,47235,60,6,354,0,0
40,20430,47421,48,9,683,0,0
42,109542,36433,36,2,784,0,1
57,58828,69201,36,0,561,1,0
42,57588,25045,12,21,515,1,0
32,14674,30343,6,2,833,1,0
30,11213,1249,12,9,811,0,1
59,117958,16997,24,2,533,0,1
22,50730,60142,48,0,705,0,1
24,111902,43472,36,3,347,1,0
26,85210,19602,6,4,561,1,0
64,123823,42318,60,34,509,0,1
67,80548,31257,36,48,598,1,1
51,137424,54975,6,6,765,1,0
29,134856,6630,36,8,547,0,0
20,121187,37674,60,2,450,1,0
29,96466,38025,6,6,686,1,1
66,134423,6155,6,17,724,1,0
48,107274,14526,6,4,564,0,0
30,139340,43274,36,7,646,0,1
59,106352,23468,60,25,616,0,1
38,80337,58659,12,11,301,0,1
57,133460,50802,12,6,419,1,0
28,134938,15245,48,5,640,1,1
25,132373,3379,60,2,431,1,1
42,87170,41592,48,21,492,1,1
67,94466,68288,6,16,364,1,0
32,34080,47216,36,12,625,0,0
49,34282,37614,6,28,548,1,0
44,75780,33211,48,25,507,0,0
23,14386,2148,60,3,545,0,0
70,91372,5138,24,20,621,1,0
23,76751,50836,6,2,367,0,0
41,139030,64365,6,13,841,1,1
68,108472,40748,24,50,542,0,0
44,27439,68234,24,8,642,1,0
26,94266,48871,6,4,380,1,0
58,147472,3207,12,15,826,1,0
54,141953,48638,36,36,307,0,1
38,28914,11491,60,0,379,1,0
53,115022,52774,48,28,847,1,0
20,62537,23922,48,1,607,1,0
20,65741,15688,48,2,697,0,1
47,117707,11958,36,11,536,0,0
40,93388,25759,60,8,804,0,0
26,13766,37807,36,6,593,0,0
65,65632,3219,48,44,784,0,1
44,137210,46178,48,3,353,0,0
44,17442,64139,60,5,336,0,1
34,100794,3463,36,10,435,1,0
41,13096,51787,6,20,304,0,0
31,132135,69182,60,13,791,1,0
42,71839,58613,48,18,798,0,1
41,73846,4317,60,5,300,1,1
46,94780,38019,24,2,439,0,0
29,42561,35270,6,9,787,1,1
27,80490,41587,36,7,847,1,1
35,72927,48420,24,8,602,0,0
60,52103,54949,60,25,338,0,0
40,96976,50555,6,2,552,0,0
46,32138,28681,48,2,611,0,0
65,94005,42793,6,17,810,0,1
40,55736,23102,6,13,774,1,1
64,14628,55503,60,27,782,1,1
31,18473,3722,12,9,801,1,0
26,107043,44698,24,1,417,0,0
56,9388,43147,6,24,571,1,0
42,70976,25460,24,21,751,1,1
55,66462,52454,48,31,463,0,0
33,16553,18561,6,5,427,1,0
66,37612,19637,24,0,779,0,1
40,55479,52838,60,19,584,1,0
24,54682,40361,60,4,513,1,0
47,126988,37717,12,7,817,0,1
24,35839,57500,48,0,323,1,0
48,59512,9426,48,30,398,1,0
63,51165,48727,60,43,819,0,1
52,55508,51291,60,31,713,1,0
40,46964,51876,6,14,647,1,1
34,9167,59711,60,4,790,0,1
38,106490,37168,24,4,638,1,0
20,72938,14893,24,0,500,0,0
47,35873,27955,6,9,650,1,1
56,146598,18025,36,34,469,1,1
68,54195,20960,36,0,506,0,1
39,32110,21958,12,9,679,0,0
39,136960,32807,6,5,516,1,1
34,100486,57801,60,13,665,1,0
66,25640,26131,24,45,451,0,0
67,75970,2605,60,30,335,1,1
22,16954,1036,24,1,502,0,0
43,36049,55995,36,15,728,1,1
33,120823,29587,48,4,515,1,0
62,70050,46761,6,19,844,0,0
52,83757,26808,60,8,383,1,0
62,63125,60036,36,29,785,1,0
48,87121,29475,48,4,399,1,1
51,45557,4723,60,26,346,1,0
24,140212,43973,36,5,513,0,1
62,93478,47522,48,11,462,1,0
36,91187,55010,6,3,755,1,0
59,90308,26815,60,28,301,1,0
24,11410,23328,60,6,558,1,0
29,127347,9729,36,7,644,0,0
34,24383,56961,48,1,620,0,1
35,88556,12371,12,14,830,0,0
50,78722,69200,60,3,582,1,0
37,10246,65316,6,8,387,1,0
21,118727,49486,48,2,345,0,0
29,18808,31377,12,2,812,1,1
37,104362,40444,48,4,397,1,1
41,61099,51995,24,18,590,0,1
66,95056,55116,12,10,818,0,1
70,24267,2946,6,46,667,0,0
33,51014,44769,60,9,594,1,0
61,108567,62979,48,29,701,1,1
33,60355,6602,24,0,354,0,0
24,75430,8731,6,5,437,0,1
37,28161,66906,60,19,520,0,0
37,87966,36965,12,15,456,0,0
56,29481,65947,24,37,313,1,0
70,38472,57912,48,43,703,0,0
34,76833,59632,60,5,803,1,0
32,102889,31964,6,6,844,1,1
44,108093,63686,36,3,630,1,0
54,40050,48596,60,21,407,1,0
47,99675,9990,12,14,592,1,0
64,60961,26211,6,3,693,0,0
63,53403,45369,48,23,576,0,1
39,49508,36064,12,7,373,1,0
26,32849,40691,48,6,441,1,0
70,34091,22996,60,1,431,0,0
27,97445,37178,60,0,812,0,0
19,47403,66797,24,0,741,1,0
28,102052,20219,6,0,484,0,1
33,102044,52041,12,11,318,0,0
45,84255,22443,12,7,819,0,1
52,81429,43963,12,11,468,0,1
39,44655,45237,36,18,338,0,0
25,96808,53505,6,7,628,1,1
44,114840,27109,36,5,733,1,0
44,102405,10878,60,25,471,0,1
41,53541,40144,60,15,781,1,1
25,13089,45590,48,2,516,1,0
19,80747,10339,36,1,535,0,1
66,84407,21922,6,6,678,1,0
58,105242,59680,6,13,313,1,0
68,72684,29874,60,47,394,0,1
48,67177,37789,12,2,439,1,0
70,140370,55461,36,45,512,0,1
36,102128,13285,36,1,824,0,0
48,109841,67040,6,10,358,1,0
34,146533,39828,24,5,585,0,0
28,8746,13717,36,4,784,0,0
49,145283,46532,60,0,445,0,0
47,77263,41353,24,15,455,1,0
48,116189,22900,24,15,790,1,1
53,21379,12406,6,18,622,1,0
70,101138,67833,24,3,483,1,0
62,85859,20742,60,16,409,1,0
19,38240,56095,12,0,619,1,0
30,92550,14453,36,9,677,1,0
68,140462,47849,6,10,401,0,1
53,76009,46071,12,5,720,0,0
52,114074,44266,48,19,505,1,1
55,138264,31652,12,15,846,1,1
32,104300,64007,6,10,662,0,1
28,44423,40332,36,0,508,1,0
30,82499,37193,60,5,800,0,0
63,146492,58368,60,29,533,0,0
65,128579,15393,60,2,535,1,0
19,57904,16841,36,1,304,1,0
20,43497,38345,60,0,347,0,0
57,20856,51655,60,28,692,0,1
45,73353,9916,60,8,601,0,0
39,69824,25638,48,5,615,0,1
33,121535,30730,6,5,315,0,0
40,47793,7216,6,7,510,0,0
41,44851,63960,36,2,780,0,1
23,43288,6390,12,5,587,0,1
31,28729,44407,12,8,767,0,1
45,115429,62682,48,8,835,1,1
42,42381,59226,6,17,714,0,0
29,123502,54746,48,11,477,0,0
58,147434,42233,24,13,731,1,0
63,64204,12100,36,11,635,0,1
28,68338,8463,48,1,301,1,0
18,47399,18654,36,0,799,1,0
35,55456,45604,36,8,668,1,1
36,107142,21440,36,12,651,0,1
27,122014,39074,36,2,426,1,1
32,109368,35492,36,8,604,1,1
61,39986,25786,60,33,567,1,0
61,66884,9694,60,22,543,0,0
55,25085,43312,36,18,737,0,0
64,109374,52846,24,10,503,0,0
24,145090,34407,36,3,437,1,0
68,66772,55748,12,33,535,1,0
20,120086,59085,48,2,465,1,0
63,119661,59753,48,4,544,0,0
19,122231,59184,6,1,479,1,0
34,14755,33368,6,6,807,1,1
67,97711,36477,6,21,594,1,0
45,64479,66975,6,18,346,1,0
59,119087,23887,48,21,613,1,0
68,82419,20398,6,15,611,1,1
24,108133,29068,6,3,423,1,0
40,57335,65263,48,18,641,0,1
42,136497,34861,12,5,425,1,0
53,41995,5102,48,9,652,1,0
18,41437,7939,48,0,593,1,0
27,140045,64757,24,7,693,0,1
30,19640,7587,24,0,849,0,0
67,107395,60303,6,39,824,0,1
20,111853,33361,6,0,590,1,0
32,84003,17277,48,6,685,1,1
41,15366,43323,60,9,562,0,0
60,31259,34394,24,20,644,0,1
31,126977,19539,6,7,525,0,0
39,60339,61512,60,3,459,1,0
31,78879,48558,6,12,397,1,1
29,47664,31076,24,0,566,1,0
49,117758,40076,24,3,332,1,0
59,14225,28878,60,5,620,0,0
26,70469,3879,6,0,792,1,1
60,142326,62641,24,35,834,1,1
54,41140,41808,12,11,315,1,0
61,30880,7922,60,41,459,1,0
55,50586,39771,36,6,765,0,0
56,33736,68539,24,28,398,1,0
46,49391,15763,60,12,676,0,1
33,16046,55890,24,1,769,1,0
46,110651,66516,6,7,572,0,0
53,80887,32687,48,35,345,1,0
70,50403,7722,12,1,523,1,0
68,47842,65746,12,24,326,1,0
67,41053,68769,36,8,401,1,0
61,117889,36929,48,40,662,0,0
36,23759,40516,12,18,778,1,1
59,125607,17232,12,5,413,1,0
64,98525,21010,6,27,607,0,1
50,45698,12502,48,19,702,0,0
52,23642,46622,24,16,617,1,0
22,109720,62286,36,4,599,0,0
41,113280,59936,48,7,369,1,0
57,17223,63928,48,15,709,0,0
69,120866,4327,48,28,307,0,0
34,103168,66504,36,12,542,1,0
60,21239,17353,24,3,773,0,0
66,140809,33779,60,17,680,0,1
46,25303,58721,24,5,830,0,0
62,84259,64975,6,0,378,0,0
67,9950,66530,48,34,387,0,0
35,16742,24031,6,15,411,1,0
56,32091,56935,36,31,369,1,0
45,96992,25576,36,9,490,1,0
43,142770,25984,36,18,694,1,1
67,79173,51630,36,33,568,1,0
59,88343,7449,24,41,406,1,0
25,138742,32565,6,2,562,1,1
52,137722,58918,12,19,435,0,0
20,92131,39456,12,0,494,1,0
48,118434,44838,48,11,444,0,0
18,25557,66719,36,0,706,1,0
28,72123,9471,48,10,768,0,1
42,33832,8171,36,10,434,0,0
38,53830,57127,48,6,786,1,1
21,45292,17840,36,2,511,0,0
39,66297,29956,60,20,316,0,0
43,26278,61720,36,5,823,1,0
48,27952,35793,36,21,833,1,0
48,44111,26107,36,6,322,0,0
60,76458,43556,6,32,609,0,1
55,28403,13120,36,17,514,1,0
18,20216,69210,24,0,746,0,0
47,137788,42423,12,12,724,1,1
58,55489,15715,12,21,732,0,1
18,86849,68037,6,0,569,0,0
61,94237,69919,60,43,850,0,0
37,85768,10203,36,9,595,0,1
63,13589,49883,60,2,569,0,0
22,92373,67245,12,3,335,1,0
33,49375,63413,60,1,764,0,0
26,34970,9063,12,6,381,1,1
63,12606,15585,24,15,348,1,0
63,10826,66387,6,19,449,0,0
39,78897,11384,60,19,717,0,1
61,103193,65753,24,22,471,0,1
35,111065,34985,48,3,502,0,1
70,41491,12608,36,37,622,1,1
18,45997,52449,12,0,790,0,0
